Timestamp,objectid,title,creator,date,type,format,description,subject,location,latitude,longitude,filename
10/29/2024 7:09:51,meal001,El Tragadero,Roberto Vargas,2022,image,image/jpeg,Celebrating with cousins after not seeing them for a while,mexican; vegeterian; music,"Ciudad Juarez, Chihuahua, Mexico",31.73816135,-106.4778081,https://upload.wikimedia.org/wikipedia/commons/6/64/Ciudad_Ju%C3%A1rez%2C_skyline.jpg
